area_type,dun,max_elevation,watercover,state,parlimen,population_total,sex_male,sex_female,housing_total,household_total
sla,N.27 Pasir Pinji,95.0,0.0130434782608695,Perak,P.064 Ipoh Timor,32657,16733,15924,11187,9557
sla,N.28 Bercham,189.0,0.0054644808743169,Perak,P.065 Ipoh Barat,70269,36602,33667,22336,19390
sla,N.29 Kepayang,237.0,0.0277856858167739,Perak,P.065 Ipoh Barat,23188,11775,11413,8315,6623
sla,N.30 Buntong,119.0,0.0008380824673147,Perak,P.065 Ipoh Barat,41521,21432,20089,12703,11179
sla,N.31 Jelapang,848.0,0.0934653188428959,Perak,P.066 Batu Gajah,45509,23706,21803,14359,12569
sla,N.32 Menglembu,176.0,0.3887630435589884,Perak,P.066 Batu Gajah,45529,24599,20930,13822,13198
sla,N.33 Tronoh,541.0,0.4108773944360352,Perak,P.066 Batu Gajah,46189,24452,21737,16749,12455
sla,N.34 Bukit Chandan,932.0,0.1081963047750954,Perak,P.067 Kuala Kangsar,26693,13189,13504,7789,7347
sla,N.35 Manong,1671.0,0.0892395129635294,Perak,P.067 Kuala Kangsar,25096,12649,12447,8960,7044
sla,N.36 Pengkalan Baharu,650.0,0.0233293799854823,Perak,P.068 Beruas,22266,12613,9653,7378,5854
sla,N.37 Pantai Remis,491.0,0.2026689148374015,Perak,P.068 Beruas,47154,24807,22347,16126,12404
sla,N.38 Astaka,33.0,0.0001230226669263,Perak,P.068 Beruas,50336,26356,23980,19246,13257
sla,N.39 Belanja,623.0,0.1920890881865596,Perak,P.069 Parit,11330,5861,5469,5284,3528
sla,N.40 Bota,172.0,0.1929511418653898,Perak,P.069 Parit,49658,25557,24101,17430,16433
sla,N.41 Malim Nawar,132.0,1.2501824906321477,Perak,P.070 Kampar,29769,15666,14103,15514,9380
sla,N.42 Keranji,1259.0,0.2569664277095606,Perak,P.070 Kampar,37824,19329,18495,13912,10541
sla,N.43 Tualang Sekah,1449.0,0.3024608598816516,Perak,P.070 Kampar,36959,18741,18218,11624,10094
sla,N.44 Sungai Rapat,109.0,0.428142967915612,Perak,P.071 Gopeng,76028,39059,36969,24886,20290
sla,N.45 Simpang Pulai,1596.0,0.0283626848367477,Perak,P.071 Gopeng,98997,51100,47897,30563,27255
sla,N.46 Teja,2128.0,0.0691422354557947,Perak,P.071 Gopeng,41211,20696,20515,12772,10921
sla,N.47 Chenderiang,2157.0,0.0425208185892107,Perak,P.072 Tapah,34641,18464,16177,11273,9160
sla,N.48 Ayer Kuning,206.0,0.2498980849506635,Perak,P.072 Tapah,44452,24124,20328,13670,12215
sla,N.49 Sungai Manik,47.0,0.0133173325332933,Perak,P.073 Pasir Salak,39299,21215,18084,11582,9147
sla,N.50 Kampong Gajah,189.0,0.3877252930707003,Perak,P.073 Pasir Salak,41186,21592,19594,18442,10809
sla,N.51 Pasir Panjang,98.0,0.7823788362871921,Perak,P.074 Lumut,95064,51276,43788,30810,23179
sla,N.52 Pangkor,375.0,1.2558684708351926,Perak,P.074 Lumut,29256,16475,12781,11490,7367
sla,N.53 Rungkup,25.0,2.191985882407666,Perak,P.075 Bagan Datuk,20419,10974,9445,5573,5954
sla,N.54 Hutan Melintang,20.0,0.4123873575404188,Perak,P.075 Bagan Datuk,56076,30410,25666,12932,15511
sla,N.55 Pasir Bedamar,32.0,2.110459740719611,Perak,P.076 Teluk Intan,37982,19819,18163,12177,9262
sla,N.56 Changkat Jong,141.0,0.0696234138268953,Perak,P.076 Teluk Intan,65083,36049,29034,19973,16873
sla,N.57 Sungkai,2145.0,0.0909074370542861,Perak,P.077 Tanjong Malim,25294,13942,11352,8548,6980
sla,N.58 Slim,436.0,0.0100752099504376,Perak,P.077 Tanjong Malim,28464,15508,12956,9194,8288
sla,N.59 Behrang,2155.0,0.0056052197072753,Perak,P.077 Tanjong Malim,69189,32278,36911,18293,18609
sla,N.01 Tanah Rata,2336.0,0.0121085129823289,Pahang,P.078 Cameron Highlands,39004,22225,16779,15980,9798
sla,N.02 Jelai,2129.0,0.0048179510438683,Pahang,P.078 Cameron Highlands,28997,14883,14114,6113,5814
sla,N.03 Padang Tengku,1985.0,0.0063143902795254,Pahang,P.079 Lipis,27339,15031,12308,7065,6386
sla,N.04 Cheka,615.0,0.1065477358945263,Pahang,P.079 Lipis,24334,12603,11731,6156,5423
sla,N.05 Benta,965.0,0.000547925355359,Pahang,P.079 Lipis,16180,8774,7406,3985,3447
sla,N.06 Batu Talam,2025.0,0.0011406533922526,Pahang,P.080 Raub,22505,12373,10132,5466,4876
sla,N.07 Tras,1952.0,0.0009876471748045,Pahang,P.080 Raub,50542,26018,24524,13069,12212
sla,N.08 Dong,2173.0,0.1888590554342286,Pahang,P.080 Raub,22862,12406,10456,6695,5773
sla,N.09 Tahan,2231.0,0.0368161521368513,Pahang,P.081 Jerantut,26677,14103,12574,7401,6010
sla,N.10 Damak,1980.0,0.031545038662973,Pahang,P.081 Jerantut,46986,24546,22440,12964,11036
sla,N.11 Pulau Tawar,769.0,0.0472401898453192,Pahang,P.081 Jerantut,31108,16963,14145,8414,7119
sla,N.12 Beserah,378.0,0.149375239018879,Pahang,P.082 Indera Mahkota,117700,62637,55063,32628,29775
sla,N.13 Semambu,386.0,0.1613441136439433,Pahang,P.082 Indera Mahkota,131246,67411,63835,34356,34243
sla,N.14 Teruntum,126.0,0.3817713365539452,Pahang,P.083 Kuantan,28598,14661,13937,8828,8931
sla,N.15 Tanjung Lumpur,27.0,0.6758510988408235,Pahang,P.083 Kuantan,69465,35410,34055,18902,18239
sla,N.16 Inderapura,27.0,0.1634547346514047,Pahang,P.083 Kuantan,30184,16166,14018,8812,7027
sla,N.17 Sungai Lembing,1501.0,0.188855637575462,Pahang,P.084 Paya Besar,18939,9937,9002,5249,4871
sla,N.18 Lepar,1080.0,0.0226762409441938,Pahang,P.084 Paya Besar,48723,24950,23773,13554,15766
sla,N.19 Panching,313.0,0.0964724015718043,Pahang,P.084 Paya Besar,60379,30719,29660,18664,15628
sla,N.20 Pulau Manis,513.0,0.1948328025019387,Pahang,P.085 Pekan,50725,27884,22841,16328,13071
sla,N.21 Peramu Jaya,44.0,0.9084721403052058,Pahang,P.085 Pekan,59685,31790,27895,15048,15918
sla,N.22 Bebar,369.0,0.094068835669459,Pahang,P.085 Pekan,29468,16632,12836,7757,7766
sla,N.23 Chini,656.0,0.225359949468944,Pahang,P.085 Pekan,21228,10920,10308,6873,5786
sla,N.24 Luit,932.0,0.1102646346442344,Pahang,P.086 Maran,21994,12435,9559,5962,5018
sla,N.25 Kuala Sentul,1071.0,0.0003760098737407,Pahang,P.086 Maran,18846,10008,8838,4998,4133
sla,N.26 Chenor,554.0,0.2234315213736913,Pahang,P.086 Maran,21092,11131,9961,6132,5117
sla,N.27 Jenderak,2148.0,0.0359988503509211,Pahang,P.087 Kuala Krau,14815,7754,7061,4548,3651
sla,N.28 Kerdau,508.0,0.2278871786052111,Pahang,P.087 Kuala Krau,12980,6732,6248,4228,3303
sla,N.29 Jengka,271.0,0.0005014628164022,Pahang,P.087 Kuala Krau,40252,19945,20307,10146,8685
sla,N.30 Mentakab,141.0,0.0129610987272596,Pahang,P.088 Temerloh,52018,26657,25361,15750,12897
sla,N.31 Lanchang,1494.0,0.0292469213128179,Pahang,P.088 Temerloh,38473,20286,18187,11935,9514
sla,N.32 Kuala Semantan,148.0,0.2762439455771274,Pahang,P.088 Temerloh,51290,26176,25114,15676,13022
sla,N.33 Bilut,1755.0,0.0050188384566715,Pahang,P.089 Bentong,29948,16180,13768,8325,7328
sla,N.34 Ketari,1838.0,0.0043931075296221,Pahang,P.089 Bentong,51879,30883,20996,20668,13604
sla,N.35 Sabai,1357.0,0.0063297347619038,Pahang,P.089 Bentong,21543,11854,9689,5954,5456
sla,N.36 Pelangai,1485.0,0.0039070128572798,Pahang,P.089 Bentong,14431,7765,6666,4772,4064
sla,N.37 Guai,512.0,0.2564175411592931,Pahang,P.090 Bera,24109,12234,11875,6727,5818
sla,N.38 Triang,651.0,0.0038686638230334,Pahang,P.090 Bera,42362,21999,20363,10808,9967
sla,N.39 Kemayan,584.0,0.0047768094700427,Pahang,P.090 Bera,31492,18110,13382,8084,7553
sla,N.40 Bukit Ibam,598.0,0.0044329056360957,Pahang,P.091 Rompin,30056,16288,13768,10316,8925
sla,N.41 Muadzam Shah,989.0,0.0531804376536354,Pahang,P.091 Rompin,34685,18711,15974,11162,9194
sla,N.42 Tioman,1033.0,0.2121234557610318,Pahang,P.091 Rompin,36156,19961,16195,12474,9370
sla,N.01 Sungai Air Tawar,18.0,0.7454957261106583,Selangor,P.092 Sabak Bernam,18343,9382,8961,6058,4747
sla,N.02 Sabak,23.0,0.0958930286341453,Selangor,P.092 Sabak Bernam,29761,15236,14525,9846,8196
sla,N.03 Sungai Panjang,61.0,0.030620217156136,Selangor,P.093 Sungai Besar,38835,20017,18818,11985,10224
sla,N.04 Sekinchan,40.0,0.0682733690134264,Selangor,P.093 Sungai Besar,20120,11173,8947,5861,5233
sla,N.05 Hulu Bernam,1845.0,0.0186241013265485,Selangor,P.094 Hulu Selangor,35118,18330,16788,10814,9063
sla,N.06 Kuala Kubu Baharu,1713.0,0.2021719243000367,Selangor,P.094 Hulu Selangor,47412,24842,22570,13878,11103
sla,N.07 Batang Kali,1779.0,0.0375000372452795,Selangor,P.094 Hulu Selangor,157448,84231,73217,64690,40010
sla,N.08 Sungai Burong,41.0,0.0739315728341076,Selangor,P.095 Tanjong Karang,25722,12911,12811,8538,6877
sla,N.09 Permatang,216.0,0.1895784639357034,Selangor,P.095 Tanjong Karang,34140,17161,16979,10043,9525
sla,N.10 Bukit Melawati,64.0,0.1523100572880367,Selangor,P.096 Kuala Selangor,45797,23067,22730,13813,11039
sla,N.11 Ijok,120.0,0.1483979057591623,Selangor,P.096 Kuala Selangor,38457,20926,17531,9941,8869
sla,N.12 Jeram,214.0,0.0293360899482223,Selangor,P.096 Kuala Selangor,87012,45647,41365,31088,22211
sla,N.13 Kuang,596.0,0.0632737815389437,Selangor,P.097 Selayang,102528,53694,48834,30392,23590
sla,N.14 Rawang,192.0,0.0929469510291646,Selangor,P.097 Selayang,146997,78215,68782,43950,35022
sla,N.15 Taman Templer,748.0,0.0061977235491937,Selangor,P.097 Selayang,113764,59137,54627,31496,27463
sla,N.16 Sungai Tua,1456.0,0.352529144559477,Selangor,P.098 Gombak,72096,38362,33734,19417,17312
sla,N.17 Gombak Setia,1468.0,0.0143711110981764,Selangor,P.098 Gombak,176519,91885,84634,39690,41031
sla,N.18 Hulu Kelang,1332.0,0.2416980118216012,Selangor,P.098 Gombak,100592,51003,49589,26213,23845
sla,N.19 Bukit Antarabangsa,373.0,0.0011315264831079,Selangor,P.099 Ampang,123476,64409,59067,36601,32613
sla,N.20 Lembah Jaya,712.0,0.0337013604598271,Selangor,P.099 Ampang,80993,42170,38823,26125,23474
sla,N.21 Pandan Indah,164.0,0.0001068490223314,Selangor,P.100 Pandan,102165,55334,46831,35039,32557
sla,N.22 Teratai,475.0,0.0389160797421511,Selangor,P.100 Pandan,125248,67192,58056,41174,37242
sla,N.23 Dusun Tua,1505.0,0.0697842567499612,Selangor,P.101 Hulu Langat,113142,59931,53211,38381,33340
sla,N.24 Semenyih,1097.0,0.1209122006841505,Selangor,P.101 Hulu Langat,234427,122214,112213,72017,61847
sla,N.25 Kajang,488.0,0.0247885315709358,Selangor,P.102 Bangi,236240,125689,110551,69659,61178
sla,N.26 Sungai Ramal,174.0,0.0169116717914156,Selangor,P.102 Bangi,278264,144841,133423,74046,71968
sla,N.27 Balakong,230.0,0.0184213157368526,Selangor,P.102 Bangi,173105,94577,78528,57782,49325
sla,N.28 Seri Kembangan,209.0,0.5182454433174895,Selangor,P.103 Puchong,130252,71004,59248,37839,33536
sla,N.29 Seri Serdang,228.0,0.2113855000806148,Selangor,P.103 Puchong,244929,127608,117321,70129,64256
sla,N.30 Kinrara,210.0,0.2038139174531624,Selangor,P.104 Subang,270151,143867,126284,82133,70977
sla,N.31 Subang Jaya,88.0,0.1047874329884054,Selangor,P.104 Subang,208003,113822,94181,62544,56122
sla,N.32 Seri Setia,102.0,0.0655000335668091,Selangor,P.105 Petaling Jaya,194993,103671,91322,62039,54403
sla,N.33 Taman Medan,96.0,0.0246268656716417,Selangor,P.105 Petaling Jaya,89877,46899,42978,24067,22492
sla,N.34 Bukit Gasing,174.0,0.0158692280157499,Selangor,P.105 Petaling Jaya,77420,43017,34403,23240,20526
sla,N.35 Kampung Tunku,136.0,0.0117430347685931,Selangor,P.106 Damansara,54891,28035,26856,15417,13955
sla,N.36 Bandar Utama,145.0,0.000542181739319,Selangor,P.106 Damansara,125320,65852,59468,33819,31689
sla,N.37 Bukit Lanjan,597.0,0.0118570798411998,Selangor,P.106 Damansara,288728,149050,139678,87909,76977
sla,N.38 Paya Jaras,350.0,0.0275212937324306,Selangor,P.107 Sungai Buloh,169327,89623,79704,49286,48546
sla,N.39 Kota Damansara,229.0,0.0384173580089342,Selangor,P.107 Sungai Buloh,177765,93832,83933,50834,44038
sla,N.40 Kota Anggerik,237.0,0.0760543687231954,Selangor,P.108 Shah Alam,292653,153855,138798,87526,87947
sla,N.41 Batu Tiga,79.0,0.1676914309708767,Selangor,P.108 Shah Alam,146092,80477,65615,39827,36826
sla,N.42 Meru,151.0,0.0655242031939221,Selangor,P.109 Kapar,115025,65156,49869,30416,26916
sla,N.43 Sementa,119.0,0.3619145221285963,Selangor,P.109 Kapar,116044,62886,53158,30181,28533
sla,N.44 Selat Klang,48.0,1.004940952508502,Selangor,P.109 Kapar,82964,45507,37457,21106,19298
sla,N.45 Bandar Baru Klang,45.0,0.1102201898079995,Selangor,P.110 Klang,112349,60208,52141,30854,27874
sla,N.46 Pelabuhan Klang,41.0,1.6670031545741324,Selangor,P.110 Klang,100544,57006,43538,29716,23411
sla,N.47 Pandamaran,74.0,0.0489627423316089,Selangor,P.110 Klang,84944,44085,40859,22314,20477
sla,N.48 Sentosa,49.0,0.0021886327884549,Selangor,P.111 Kota Raja,185844,99418,86426,51444,46059
sla,N.49 Sungai Kandis,75.0,0.0980316776872212,Selangor,P.111 Kota Raja,152419,80115,72304,44451,36404
sla,N.50 Kota Kemuning,168.0,0.1242198227437273,Selangor,P.111 Kota Raja,184831,99554,85277,52912,46648
sla,N.51 Sijangkang,68.0,0.5709888677480054,Selangor,P.112 Kuala Langat,140329,72907,67422,46091,38134
sla,N.52 Banting,43.0,0.1788137227001074,Selangor,P.112 Kuala Langat,54934,28546,26388,16440,13819
sla,N.53 Morib,245.0,0.2713145321058152,Selangor,P.112 Kuala Langat,51830,26862,24968,15862,13957
sla,N.54 Tanjong Sepat,53.0,0.3053270247703868,Selangor,P.113 Sepang,30530,15588,14942,8960,7694
sla,N.55 Dengkil,299.0,0.3665280277812509,Selangor,P.113 Sepang,285917,155162,130755,112700,87461
sla,N.56 Sungai Pelek,277.0,0.2343554725246408,Selangor,P.113 Sepang,67797,35567,32230,23303,18531
sla,N.01 Chennah,1346.0,0.0298420709102466,Negeri Sembilan,P.126 Jelebu,16361,9220,7141,4519,3684
sla,N.02 Pertang,1126.0,0.0096768868105626,Negeri Sembilan,P.126 Jelebu,11054,6025,5029,3577,2910
sla,N.03 Sungai Lui,834.0,0.0028082492321193,Negeri Sembilan,P.126 Jelebu,18147,9366,8781,5510,4533
sla,N.04 Klawang,1301.0,8.372348477237259e-05,Negeri Sembilan,P.126 Jelebu,18638,9785,8853,5253,4535
sla,N.05 Serting,766.0,0.0015986769570011,Negeri Sembilan,P.127 Jempol,28943,15112,13831,8836,7680
sla,N.06 Palong,164.0,7.796761604531393e-05,Negeri Sembilan,P.127 Jempol,22726,11853,10873,5897,5468
sla,N.07 Jeram Padang,404.0,0.0034070335691107,Negeri Sembilan,P.127 Jempol,24692,13120,11572,6890,5621
sla,N.08 Bahau,378.0,0.0010626992561105,Negeri Sembilan,P.127 Jempol,32018,16012,16006,9643,8773
sla,N.09 Lenggeng,1233.0,0.0983888237248759,Negeri Sembilan,P.128 Seremban,38049,19785,18264,13669,9975
sla,N.10 Nilai,662.0,0.01330858720746,Negeri Sembilan,P.128 Seremban,119613,62633,56980,42340,32084
sla,N.11 Lobak,556.0,0.0135282426107584,Negeri Sembilan,P.128 Seremban,27241,13728,13513,8403,7493
sla,N.12 Temiang,266.0,0.0020177562550443,Negeri Sembilan,P.128 Seremban,17558,9347,8211,4892,4504
sla,N.13 Sikamat,254.0,0.0092691242275729,Negeri Sembilan,P.128 Seremban,44956,22587,22369,13550,12013
sla,N.14 Ampangan,195.0,0.0021088957055214,Negeri Sembilan,P.128 Seremban,25103,12429,12674,7103,6489
sla,N.15 Juasseh,1158.0,0.0007753556198371,Negeri Sembilan,P.129 Kuala Pilah,19717,9658,10059,6399,4705
sla,N.16 Seri Menanti,1173.0,0.1356089708239369,Negeri Sembilan,P.129 Kuala Pilah,8662,4476,4186,3532,2752
sla,N.17 Senaling,324.0,5.627462014631401e-05,Negeri Sembilan,P.129 Kuala Pilah,8024,4221,3803,3099,2350
sla,N.18 Pilah,509.0,1.3843512929841075e-05,Negeri Sembilan,P.129 Kuala Pilah,22181,11378,10803,6932,5697
sla,N.19 Johol,991.0,0.0083289429009635,Negeri Sembilan,P.129 Kuala Pilah,12420,6624,5796,4252,3430
sla,N.20 Labu,621.0,0.0104472530745989,Negeri Sembilan,P.130 Rasah,59395,30989,28406,19374,14059
sla,N.21 Bukit Kepayang,347.0,0.0129369148986216,Negeri Sembilan,P.130 Rasah,87025,44935,42090,30545,24239
sla,N.22 Rahang,157.0,0.0,Negeri Sembilan,P.130 Rasah,14674,7425,7249,4723,4122
sla,N.23 Mambau,204.0,0.0058885383806519,Negeri Sembilan,P.130 Rasah,45035,21932,23103,13091,13433
sla,N.24 Seremban Jaya,197.0,0.0073042401733209,Negeri Sembilan,P.130 Rasah,50456,26254,24202,13938,13817
sla,N.25 Paroi,863.0,0.0032847282331269,Negeri Sembilan,P.131 Rembau,109135,58032,51103,33107,28726
sla,N.26 Chembong,940.0,0.0127913054233379,Negeri Sembilan,P.131 Rembau,33297,16703,16594,10417,8834
sla,N.27 Rantau,231.0,0.0414414188417976,Negeri Sembilan,P.131 Rembau,53778,27864,25914,19831,14676
sla,N.28 Kota,894.0,0.0111801108307997,Negeri Sembilan,P.131 Rembau,13999,7271,6728,5700,3888
sla,N.29 Chuah,272.0,0.0690568443768698,Negeri Sembilan,P.132 Port Dickson,14569,7408,7161,4157,3866
sla,N.30 Lukut,184.0,0.0925109752205825,Negeri Sembilan,P.132 Port Dickson,37369,18691,18678,13995,10155
sla,N.31 Bagan Pinang,103.0,0.0455207554786935,Negeri Sembilan,P.132 Port Dickson,34893,19736,15157,17004,8071
sla,N.32 Linggi,166.0,0.0632292953180945,Negeri Sembilan,P.132 Port Dickson,22466,12061,10405,7474,5117
sla,N.33 Sri Tanjung,85.0,0.1475979305247597,Negeri Sembilan,P.132 Port Dickson,19657,10513,9144,7893,5565
sla,N.34 Gemas,350.0,0.0091546237017885,Negeri Sembilan,P.133 Tampin,28835,16196,12639,8743,7216
sla,N.35 Gemencheh,535.0,0.0288263294410504,Negeri Sembilan,P.133 Tampin,27304,14732,12572,8548,6879
sla,N.36 Repah,818.0,0.0063277272347884,Negeri Sembilan,P.133 Tampin,31984,15873,16111,9795,8138
sla,N.01 Kuala Linggi,67.0,0.3551855251081683,Melaka,P.134 Masjid Tanah,19166,8899,10267,6471,4733
sla,N.02 Tanjung Bidara,106.0,0.0229427297519587,Melaka,P.134 Masjid Tanah,23219,11939,11280,7032,5317
sla,N.03 Ayer Limau,111.0,0.0099013487568977,Melaka,P.134 Masjid Tanah,16385,8425,7960,5655,4392
sla,N.04 Lendu,174.0,0.0030301718540322,Melaka,P.134 Masjid Tanah,19817,10398,9419,6306,5153
sla,N.05 Taboh Naning,312.0,0.0001698822958378,Melaka,P.134 Masjid Tanah,17102,8719,8383,4894,4926
sla,N.06 Rembia,150.0,0.0001428734712538,Melaka,P.135 Alor Gajah,47048,23409,23639,11769,14270
sla,N.07 Gadek,199.0,0.0053902791476477,Melaka,P.135 Alor Gajah,28316,14730,13586,10670,7279
sla,N.08 Machap Jaya,302.0,0.1568986277282978,Melaka,P.135 Alor Gajah,24974,13623,11351,6213,6848
sla,N.09 Durian Tunggal,110.0,0.0378110524614887,Melaka,P.135 Alor Gajah,53329,28619,24710,12927,14640
sla,N.10 Asahan,525.0,0.1430365806256568,Melaka,P.135 Alor Gajah,17406,9488,7918,6534,4945
sla,N.11 Sungai Udang,129.0,0.0544785654491783,Melaka,P.136 Tangga Batu,43219,24758,18461,13747,11222
sla,N.12 Pantai Kundor,75.0,0.0684092396895165,Melaka,P.136 Tangga Batu,25671,13800,11871,8342,6184
sla,N.13 Paya Rumput,114.0,0.1047226225380576,Melaka,P.136 Tangga Batu,90478,47155,43323,29148,24080
sla,N.14 Kelebang,53.0,0.008867406196752,Melaka,P.136 Tangga Batu,38665,20059,18606,12113,10328
sla,N.15 Pengkalan Batu,59.0,0.0040901213171577,Melaka,P.137 Hang Tuah Jaya,31279,16159,15120,10405,8456
sla,N.16 Ayer Keroh,188.0,0.0394678785739498,Melaka,P.137 Hang Tuah Jaya,71392,38003,33389,23554,19155
sla,N.17 Bukit Katil,136.0,4.6382189239332094e-05,Melaka,P.137 Hang Tuah Jaya,50141,25873,24268,15939,13858
sla,N.18 Ayer Molek,67.0,0.0,Melaka,P.137 Hang Tuah Jaya,30881,15888,14993,8002,7755
sla,N.19 Kesidang,74.0,0.0122375740175847,Melaka,P.138 Kota Melaka,84439,44520,39919,26025,23461
sla,N.20 Kota Laksamana,29.0,0.026698477618723,Melaka,P.138 Kota Melaka,35375,18859,16516,16376,9791
sla,N.21 Duyong,56.0,0.0100284591408049,Melaka,P.138 Kota Melaka,36015,17949,18066,10292,9592
sla,N.22 Bandar Hilir,50.0,0.2314787265694733,Melaka,P.138 Kota Melaka,19271,10679,8592,10596,6088
sla,N.23 Telok Mas,85.0,0.471308397175905,Melaka,P.138 Kota Melaka,40309,20723,19586,12129,10185
sla,N.24 Bemban,104.0,0.0121897047295531,Melaka,P.139 Jasin,37611,19700,17911,14194,9932
sla,N.25 Rim,141.0,0.0359384335258471,Melaka,P.139 Jasin,21074,12045,9029,7134,5353
sla,N.26 Serkam,64.0,0.0913570108807226,Melaka,P.139 Jasin,26413,14207,12206,7639,6178
sla,N.27 Merlimau,77.0,0.0036500855213274,Melaka,P.139 Jasin,26936,14574,12362,9817,6921
sla,N.28 Sungai Rambai,61.0,0.032128682547807,Melaka,P.139 Jasin,22497,11742,10755,5830,6032
sla,N.01 Buloh Kasap,290.0,0.0107157583693433,Johor,P.140 Segamat,31956,17744,14212,10819,8782
sla,N.02 Jementah,343.0,0.0065188759642734,Johor,P.140 Segamat,44055,21660,22395,12651,11047
